crypto	date	nb_loop	rank	profit	buy_drop_pct	buy_pullback_pct	sell_gain_pct	sell_pullback_pct	last_pos
SOLUSDC	2025-07	-111	1	31.694446509020377	1.5	0.05	1.5	0.24	12
SOLUSDC	2025-07	-111	2	27.27899227596594	1.5	0.05	1.5	0.43999999999999995	12
SOLUSDC	2025-07	-111	3	30.132771088523796	1.5	0.05	1.5	0.6399999999999999	12
SOLUSDC	2025-07	-111	4	29.93558147317312	1.5	0.05	1.5	0.8399999999999997	12
SOLUSDC	2025-07	-111	5	28.467950439350844	1.5	0.05	1.5	1.0399999999999998	12
SOLUSDC	2025-07	-111	6	27.5854261746953	1.5	0.05	1.5	1.2399999999999998	11
SOLUSDC	2025-07	-111	7	28.8144556599442	1.5	0.05	1.5	1.4399999999999995	11
SOLUSDC	2025-07	-111	8	28.50110265352581	1.5	0.05	1.5	1.6399999999999997	11
SOLUSDC	2025-07	-111	9	29.955188493673976	1.5	0.05	1.5	1.8399999999999996	11
SOLUSDC	2025-07	-111	10	29.081540825496248	1.5	0.05	1.5	2.0399999999999996	10
SOLUSDC	2025-07	-111	11	27.260072751684124	1.5	0.05	1.5	2.2399999999999998	10
SOLUSDC	2025-07	-111	12	30.982273491513997	1.5	0.05	1.5	2.4399999999999995	10
SOLUSDC	2025-07	-111	13	29.972707402000115	1.5	0.05	1.5	2.6399999999999992	10
SOLUSDC	2025-07	-111	14	30.27152946471834	1.5	0.05	1.5	2.8399999999999994	10
SOLUSDC	2025-07	-111	15	29.094254667527906	1.5	0.05	1.5	3.039999999999999	10
